date,code,name,price,status,source
2026-06-11,588000,科创50ETF,1.756,- 趋势完好,scan_20260611_intraday.log
2026-06-12,159869,游戏ETF,1.063,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,159915,创业板ETF,3.846,▲ 接近支撑,scan_20260612_intraday.log
2026-06-12,159995,芯片ETF,2.383,- 趋势完好,scan_20260612_intraday.log
2026-06-12,510300,沪深300ETF,4.818,▲ 接近支撑,scan_20260612_intraday.log
2026-06-12,510500,中证500ETF,8.242,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,510880,红利ETF,3.303,◇ 多头排列,scan_20260612_intraday.log
2026-06-12,512010,医药ETF,0.332,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512100,中证1000ETF,3.309,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512200,房地产ETF,1.277,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512400,有色金属ETF,1.976,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512480,半导体ETF,2.106,- 趋势完好,scan_20260612_intraday.log
2026-06-12,512580,环保ETF,1.328,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512660,军工ETF,1.246,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512690,酒ETF,0.428,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512800,银行ETF,0.814,★ 买入信号,scan_20260612_intraday.log
2026-06-12,512880,证券ETF,1.045,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,512980,传媒ETF,0.83,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,513180,恒生科技ETF,0.595,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,515070,人工智能ETF,2.349,▲ 接近支撑,scan_20260612_intraday.log
2026-06-12,515790,光伏ETF,0.996,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,515880,通信ETF,1.584,- 趋势完好,scan_20260612_intraday.log
2026-06-12,516110,汽车ETF,1.175,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,516160,新能源ETF,2.908,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,517520,黄金股ETF,1.807,✗ 趋势偏弱,scan_20260612_intraday.log
2026-06-12,562500,机器人ETF,1.087,▲ 接近支撑,scan_20260612_intraday.log
2026-06-12,562800,稀有金属ETF,1.097,★ 买入信号,scan_20260612_intraday.log
2026-06-12,588000,科创50ETF,1.756,- 趋势完好,scan_20260612_intraday.log
2026-06-15,159869,游戏ETF,1.078,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,159915,创业板ETF,4.045,◇ 多头排列,scan_20260615_intraday.log
2026-06-15,159995,芯片ETF,2.514,◇ 多头排列,scan_20260615_intraday.log
2026-06-15,510300,沪深300ETF,4.919,◇ 多头排列,scan_20260615_intraday.log
2026-06-15,510500,中证500ETF,8.544,◇ 多头排列,scan_20260615_intraday.log
2026-06-15,510880,红利ETF,3.249,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512010,医药ETF,0.329,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512100,中证1000ETF,3.439,◇ 多头排列,scan_20260615_intraday.log
2026-06-15,512200,房地产ETF,1.285,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512400,有色金属ETF,2.063,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512480,半导体ETF,2.231,◇ 多头排列,scan_20260615_intraday.log
2026-06-15,512580,环保ETF,1.34,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512660,军工ETF,1.266,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512690,酒ETF,0.426,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512800,银行ETF,0.802,- 趋势完好,scan_20260615_intraday.log
2026-06-15,512880,证券ETF,1.072,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,512980,传媒ETF,0.842,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,513180,恒生科技ETF,0.602,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,515070,人工智能ETF,2.474,- 趋势完好,scan_20260615_intraday.log
2026-06-15,515790,光伏ETF,1.018,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,515880,通信ETF,1.689,◇ 多头排列,scan_20260615_intraday.log
2026-06-15,516110,汽车ETF,1.193,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,516160,新能源ETF,2.968,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,517520,黄金股ETF,1.918,✗ 趋势偏弱,scan_20260615_intraday.log
2026-06-15,562500,机器人ETF,1.087,▲ 接近支撑,scan_20260615_intraday.log
2026-06-15,562800,稀有金属ETF,1.097,★ 买入信号,scan_20260615_intraday.log
2026-06-15,588000,科创50ETF,1.844,◇ 多头排列,scan_20260615_intraday.log
2026-06-16,159869,游戏ETF,1.063,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,159915,创业板ETF,4.111,◇ 多头排列,scan_20260616_intraday.log
2026-06-16,159995,芯片ETF,2.536,◇ 多头排列,scan_20260616_intraday.log
2026-06-16,510300,沪深300ETF,4.91,★ 买入信号,scan_20260616_intraday.log
2026-06-16,510500,中证500ETF,8.632,◇ 多头排列,scan_20260616_intraday.log
2026-06-16,510880,红利ETF,3.196,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512010,医药ETF,0.323,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512100,中证1000ETF,3.491,★ 买入信号,scan_20260616_intraday.log
2026-06-16,512200,房地产ETF,1.259,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512400,有色金属ETF,2.049,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512480,半导体ETF,2.254,◇ 多头排列,scan_20260616_intraday.log
2026-06-16,512580,环保ETF,1.368,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512660,军工ETF,1.267,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512690,酒ETF,0.419,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512800,银行ETF,0.792,- 趋势完好,scan_20260616_intraday.log
2026-06-16,512880,证券ETF,1.082,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,512980,传媒ETF,0.835,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,513180,恒生科技ETF,0.59,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,515070,人工智能ETF,2.48,- 趋势完好,scan_20260616_intraday.log
2026-06-16,515790,光伏ETF,1.034,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,515880,通信ETF,1.729,◇ 多头排列,scan_20260616_intraday.log
2026-06-16,516110,汽车ETF,1.172,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,516160,新能源ETF,3.039,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,517520,黄金股ETF,1.889,✗ 趋势偏弱,scan_20260616_intraday.log
2026-06-16,562500,机器人ETF,1.121,▲ 接近支撑,scan_20260616_intraday.log
2026-06-16,562800,稀有金属ETF,1.147,★ 买入信号,scan_20260616_intraday.log
2026-06-16,588000,科创50ETF,1.855,◇ 多头排列,scan_20260616_intraday.log
2026-06-17,159869,游戏ETF,1.044,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,159915,创业板ETF,4.183,◇ 多头排列,scan_20260617_intraday.log
2026-06-17,159995,芯片ETF,2.69,◇ 多头排列,scan_20260617_intraday.log
2026-06-17,510300,沪深300ETF,4.958,★ 买入信号,scan_20260617_intraday.log
2026-06-17,510500,中证500ETF,8.763,◇ 多头排列,scan_20260617_intraday.log
2026-06-17,510880,红利ETF,3.16,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512010,医药ETF,0.323,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512100,中证1000ETF,3.519,◇ 多头排列,scan_20260617_intraday.log
2026-06-17,512200,房地产ETF,1.257,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512400,有色金属ETF,2.045,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512480,半导体ETF,2.387,◇ 多头排列,scan_20260617_intraday.log
2026-06-17,512580,环保ETF,1.361,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512660,军工ETF,1.289,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512690,酒ETF,0.413,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512800,银行ETF,0.785,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512880,证券ETF,1.081,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512890,红利低波ETF,1.14,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,512980,传媒ETF,0.822,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,513180,恒生科技ETF,0.591,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,515070,人工智能ETF,2.541,★ 买入信号,scan_20260617_intraday.log
2026-06-17,515790,光伏ETF,1.027,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,515880,通信ETF,1.758,◇ 多头排列,scan_20260617_intraday.log
2026-06-17,516110,汽车ETF,1.161,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,516160,新能源ETF,3.033,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,517520,黄金股ETF,1.891,✗ 趋势偏弱,scan_20260617_intraday.log
2026-06-17,562500,机器人ETF,1.142,- 趋势完好,scan_20260617_intraday.log
2026-06-17,562800,稀有金属ETF,1.159,★ 买入信号,scan_20260617_intraday.log
2026-06-17,588000,科创50ETF,1.939,★ 买入信号,scan_20260617_intraday.log
2026-06-18,159869,游戏ETF,1.046,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,159915,创业板ETF,4.269,◇ 多头排列,scan_20260618_intraday.log
2026-06-18,159995,芯片ETF,2.816,◇ 多头排列,scan_20260618_intraday.log
2026-06-18,510300,沪深300ETF,4.984,★ 买入信号,scan_20260618_intraday.log
2026-06-18,510500,中证500ETF,8.828,◇ 多头排列,scan_20260618_intraday.log
2026-06-18,510880,红利ETF,3.098,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512010,医药ETF,0.326,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512100,中证1000ETF,3.544,◇ 多头排列,scan_20260618_intraday.log
2026-06-18,512200,房地产ETF,1.243,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512400,有色金属ETF,2.05,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512480,半导体ETF,2.481,◇ 多头排列,scan_20260618_intraday.log
2026-06-18,512580,环保ETF,1.343,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512660,军工ETF,1.29,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512690,酒ETF,0.404,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512800,银行ETF,0.766,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512880,证券ETF,1.05,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512890,红利低波ETF,1.115,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,512980,传媒ETF,0.827,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,513180,恒生科技ETF,0.58,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,515070,人工智能ETF,2.667,★ 买入信号,scan_20260618_intraday.log
2026-06-18,515790,光伏ETF,1.017,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,515880,通信ETF,1.822,◇ 多头排列,scan_20260618_intraday.log
2026-06-18,516110,汽车ETF,1.161,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,516160,新能源ETF,3.0,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,517520,黄金股ETF,1.838,✗ 趋势偏弱,scan_20260618_intraday.log
2026-06-18,562500,机器人ETF,1.144,- 趋势完好,scan_20260618_intraday.log
2026-06-18,562800,稀有金属ETF,1.148,★ 买入信号,scan_20260618_intraday.log
2026-06-18,588000,科创50ETF,2.017,★ 买入信号,scan_20260618_intraday.log
2026-06-22,159869,游戏ETF,1.085,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,159915,创业板ETF,4.379,★ 买入信号,scan_20260622_intraday.log
2026-06-22,159995,芯片ETF,2.92,★ 买入信号,scan_20260622_intraday.log
2026-06-22,510300,沪深300ETF,5.091,★ 买入信号,scan_20260622_intraday.log
2026-06-22,510500,中证500ETF,9.007,★ 买入信号,scan_20260622_intraday.log
2026-06-22,510880,红利ETF,3.125,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512010,医药ETF,0.333,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512100,中证1000ETF,3.58,◇ 多头排列,scan_20260622_intraday.log
2026-06-22,512200,房地产ETF,1.241,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512400,有色金属ETF,2.155,★ 买入信号,scan_20260622_intraday.log
2026-06-22,512480,半导体ETF,2.552,★ 买入信号,scan_20260622_intraday.log
2026-06-22,512580,环保ETF,1.38,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512660,军工ETF,1.298,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512690,酒ETF,0.407,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512800,银行ETF,0.771,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512880,证券ETF,1.131,★ 买入信号,scan_20260622_intraday.log
2026-06-22,512890,红利低波ETF,1.114,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,512980,传媒ETF,0.853,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,513180,恒生科技ETF,0.582,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,515070,人工智能ETF,2.693,★ 买入信号,scan_20260622_intraday.log
2026-06-22,515790,光伏ETF,1.043,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,515880,通信ETF,1.859,◇ 多头排列,scan_20260622_intraday.log
2026-06-22,516110,汽车ETF,1.152,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,516160,新能源ETF,3.118,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,517520,黄金股ETF,1.869,✗ 趋势偏弱,scan_20260622_intraday.log
2026-06-22,562500,机器人ETF,1.17,◇ 多头排列,scan_20260622_intraday.log
2026-06-22,562800,稀有金属ETF,1.165,★ 买入信号,scan_20260622_intraday.log
2026-06-22,588000,科创50ETF,2.056,★ 买入信号,scan_20260622_intraday.log
2026-06-23,159869,游戏ETF,1.059,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,159915,创业板ETF,4.21,- 趋势完好,scan_20260623_intraday.log
2026-06-23,159995,芯片ETF,2.853,◇ 多头排列,scan_20260623_intraday.log
2026-06-23,510300,沪深300ETF,4.942,- 趋势完好,scan_20260623_intraday.log
2026-06-23,510500,中证500ETF,8.815,◇ 多头排列,scan_20260623_intraday.log
2026-06-23,510880,红利ETF,3.104,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512010,医药ETF,0.333,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512100,中证1000ETF,3.51,- 趋势完好,scan_20260623_intraday.log
2026-06-23,512200,房地产ETF,1.233,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512400,有色金属ETF,1.976,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512480,半导体ETF,2.512,◇ 多头排列,scan_20260623_intraday.log
2026-06-23,512580,环保ETF,1.329,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512660,军工ETF,1.252,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512690,酒ETF,0.399,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512800,银行ETF,0.778,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512880,证券ETF,1.131,◆ 趋势持有,scan_20260623_intraday.log
2026-06-23,512890,红利低波ETF,1.118,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,512980,传媒ETF,0.825,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,513180,恒生科技ETF,0.559,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,515070,人工智能ETF,2.593,- 趋势完好,scan_20260623_intraday.log
2026-06-23,515790,光伏ETF,0.998,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,515880,通信ETF,1.794,◇ 多头排列,scan_20260623_intraday.log
2026-06-23,516110,汽车ETF,1.124,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,516160,新能源ETF,2.97,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,517520,黄金股ETF,1.71,✗ 趋势偏弱,scan_20260623_intraday.log
2026-06-23,562500,机器人ETF,1.154,◇ 多头排列,scan_20260623_intraday.log
2026-06-23,562800,稀有金属ETF,1.241,◇ 多头排列,scan_20260623_intraday.log
2026-06-23,588000,科创50ETF,2.023,◇ 多头排列,scan_20260623_intraday.log
2026-06-24,159869,游戏ETF,1.063,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,159915,创业板ETF,4.258,- 趋势完好,scan_20260624_intraday.log
2026-06-24,159995,芯片ETF,3.012,◇ 多头排列,scan_20260624_intraday.log
2026-06-24,510300,沪深300ETF,4.967,- 趋势完好,scan_20260624_intraday.log
2026-06-24,510500,中证500ETF,8.985,◇ 多头排列,scan_20260624_intraday.log
2026-06-24,510880,红利ETF,3.048,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512010,医药ETF,0.341,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512100,中证1000ETF,3.551,◇ 多头排列,scan_20260624_intraday.log
2026-06-24,512200,房地产ETF,1.212,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512400,有色金属ETF,1.98,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512480,半导体ETF,2.652,◇ 多头排列,scan_20260624_intraday.log
2026-06-24,512580,环保ETF,1.335,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512660,军工ETF,1.262,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512690,酒ETF,0.39,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512800,银行ETF,0.761,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512880,证券ETF,1.111,★ 买入信号,scan_20260624_intraday.log
2026-06-24,512890,红利低波ETF,1.099,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,512980,传媒ETF,0.821,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,513180,恒生科技ETF,0.57,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,515070,人工智能ETF,2.656,◇ 多头排列,scan_20260624_intraday.log
2026-06-24,515790,光伏ETF,0.998,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,515880,通信ETF,1.827,◇ 多头排列,scan_20260624_intraday.log
2026-06-24,516110,汽车ETF,1.111,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,516160,新能源ETF,2.996,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,517520,黄金股ETF,1.711,✗ 趋势偏弱,scan_20260624_intraday.log
2026-06-24,562500,机器人ETF,1.137,▲ 接近支撑,scan_20260624_intraday.log
2026-06-24,562800,稀有金属ETF,1.154,- 趋势完好,scan_20260624_intraday.log
2026-06-24,588000,科创50ETF,2.096,◇ 多头排列,scan_20260624_intraday.log
2026-06-26,159869,游戏ETF,1.073,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,159915,创业板ETF,4.236,- 趋势完好,scan_20260626_intraday.log
2026-06-26,159995,芯片ETF,3.14,◇ 多头排列,scan_20260626_intraday.log
2026-06-26,510300,沪深300ETF,4.919,- 趋势完好,scan_20260626_intraday.log
2026-06-26,510500,中证500ETF,8.882,- 趋势完好,scan_20260626_intraday.log
2026-06-26,510880,红利ETF,2.96,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512010,医药ETF,0.337,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512100,中证1000ETF,3.497,- 趋势完好,scan_20260626_intraday.log
2026-06-26,512200,房地产ETF,1.198,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512400,有色金属ETF,1.847,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512480,半导体ETF,2.765,◇ 多头排列,scan_20260626_intraday.log
2026-06-26,512580,环保ETF,1.306,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512660,军工ETF,1.249,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512690,酒ETF,0.389,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512800,银行ETF,0.748,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512880,证券ETF,1.115,- 趋势完好,scan_20260626_intraday.log
2026-06-26,512890,红利低波ETF,1.084,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,512980,传媒ETF,0.804,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,513180,恒生科技ETF,0.541,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,515070,人工智能ETF,2.646,- 趋势完好,scan_20260626_intraday.log
2026-06-26,515790,光伏ETF,1.006,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,515880,通信ETF,1.769,- 趋势完好,scan_20260626_intraday.log
2026-06-26,516110,汽车ETF,1.08,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,516160,新能源ETF,2.907,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,517520,黄金股ETF,1.596,✗ 趋势偏弱,scan_20260626_intraday.log
2026-06-26,562500,机器人ETF,1.141,- 趋势完好,scan_20260626_intraday.log
2026-06-26,562800,稀有金属ETF,1.119,- 趋势完好,scan_20260626_intraday.log
2026-06-26,588000,科创50ETF,2.155,◇ 多头排列,scan_20260626_intraday.log
